CREDIT_CARD_NO,CUST_SSN,BRANCH_CODE,TRANSACTION_TYPE,TRANSACTION_VALUE,TRANSACTION_ID,TIMEID
4210653325062598,123451604,23,Test,42.31,43322,20180628
4210653333928752,123456704,23,Grocery,14.09,17320,20180627
4210653387382495,123459363,23,Test,97.05,2969,20180627
4210653397448957,123458332,23,Entertainment,39.55,8128,20180626
4210653373787581,123459170,23,Grocery,73.7,3950,20180624
4210653397666065,123456522,23,Entertainment,22.05,18509,20180624
4210653352282525,123457129,23,Healthcare,19.06,15354,20180624
4210653362929054,123453712,23,Grocery,83.96,33115,20180623
4210653330141857,123452194,23,Healthcare,29.91,41012,20180623
4210653385358208,123459771,23,Gas,87.16,1261,20180622
4210653310102868,123453023,23,Test,68.4,36767,20180621
4210653361046455,123454163,23,Gas,8.88,30931,20180619
4210653360635482,123453019,23,Bills,78.03,36818,20180619
4210653387922439,123454945,23,Healthcare,34.17,26294,20180618
4210653397448957,123458332,23,Grocery,65.77,8144,20180617
4210653368172368,123458403,23,Gas,92.65,7751,20180616
4210653376558751,123458839,23,Education,89.76,5336,20180615
4210653335987056,123458818,23,Test,14.88,5486,20180615
4210653336961447,123457631,23,Healthcare,74.09,12336,20180615
4210653331330633,123459511,23,Healthcare,45.86,2465,20180613
4210653391000541,123456290,23,Education,57.75,19520,20180613
4210653337047762,123458817,23,Bills,16.25,5534,20180612
4210653385358208,123459771,23,Entertainment,12.26,1254,20180612
4210653353747504,123451786,23,Test,37.33,42838,20180612
4210653383300870,123455526,23,Healthcare,65.43,23202,20180612
4210653347619379,123452449,23,Entertainment,60.0,39819,20180611
4210653357942118,123456224,23,Grocery,60.15,19937,20180611
4210653364673268,123454262,23,Grocery,22.9,30187,20180609
4210653335367442,123452196,23,Bills,88.75,40945,20180609
4210653319861654,123456808,23,Entertainment,90.7,16926,20180608
4210653342242023,123451310,23,Grocery,3.03,45066,20180607
4210653359049884,123457941,23,Healthcare,96.69,10307,20180606
4210653355579180,123456271,23,Entertainment,7.38,19716,20180605
4210653351531582,123451915,23,Healthcare,2.53,42141,20180605
4210653343680948,123458407,23,Entertainment,98.17,7690,20180603
4210653391983223,123458644,23,Gas,68.58,6594,20180603
4210653320012911,123451364,23,Education,24.94,44782,20180603
4210653341355570,123458328,23,Grocery,33.89,8253,20180602
4210653319861654,123456808,23,Grocery,96.4,16909,20180601
